"bldg_id","in.sqft","in.bedrooms","in.city","in.clothes_dryer","in.clothes_washer","in.cooking_range","in.county","in.dishwasher","in.water_heater_fuel","in.refrigerator","in.vacancy_status","in.income","in.occupants","in.heating_fuel","in.heating_setpoint","in.cooling_setpoint","in.hvac_cooling_efficiency","in.hvac_heating_efficiency"
131951,2176,4,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500730","None","Electricity","EF 19.9, 100% Usage","Occupied","25000-29999","1","Electricity","70F","70F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
132161,2176,3,"In another census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage","G4500850","None","Natural Gas","EF 17.6, 100% Usage","Occupied","20000-24999","2","None","67F","70F","AC, SEER 10","None"
135485,1220,3,"Not in a census Place","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500730","None","Propane","EF 19.9, 100% Usage","Occupied","60000-69999","2","Propane","80F","72F","AC, SEER 13","Fuel Furnace, 80% AFUE"
137588,2663,5,"Not in a census Place","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500730","None","Natural Gas","EF 19.9, 100% Usage","Occupied","30000-34999","1","Electricity","75F","78F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
138596,2176,4,"Not in a census Place","Gas, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage","G4500730","None","Natural Gas","EF 17.6, 100% Usage","Occupied","50000-59999","1","Natural Gas","75F","70F","AC, SEER 10","Fuel Furnace, 80% AFUE"
139327,1690,3,"SC, Sumter","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500850","None","Electricity","EF 17.6, 100% Usage","Occupied","20000-24999","2","Electricity","75F","72F","Heat Pump","ASHP, SEER 10, 6.2 HSPF"
139874,3301,5,"SC, Rock Hill","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500910","318 Rated kWh, 80% Usage","Natural Gas","EF 19.9, 100% Usage","Occupied","45000-49999","7","Natural Gas","72F","70F","AC, SEER 13","Fuel Furnace, 80% AFUE"
141114,1220,3,"In another census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500910","318 Rated kWh, 80% Usage","Natural Gas","EF 17.6, 100% Usage","Occupied","50000-59999","4","Natural Gas","67F","70F","AC, SEER 15","Fuel Furnace, 80% AFUE"
141425,885,2,"SC, Rock Hill","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500910","290 Rated kWh, 100% Usage","Electricity","EF 17.6, 100% Usage","Occupied","20000-24999","2","Electricity","80F","75F","AC, SEER 10","Electric Furnace, 100% AFUE"
141473,2663,4,"Not in a census Place","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500850","318 Rated kWh, 100% Usage","Electricity","EF 19.9, 100% Usage","Occupied","30000-34999","4","Electricity","65F","78F","Room AC, EER 10.7","Electric Baseboard, 100% Efficiency"
142002,3301,3,"In another census Place","Gas, 120% Usage","EnergyStar, 120% Usage","Gas, 120% Usage","G4500910","290 Rated kWh, 120% Usage","Natural Gas","EF 15.9, 100% Usage","Occupied","200000+","4","Natural Gas","68F","78F","AC, SEER 13","Fuel Furnace, 92.5% AFUE"
142408,2663,1,"In another census Place","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500910","290 Rated kWh, 120% Usage","Natural Gas","EF 15.9, 100% Usage","Occupied","60000-69999","2","Natural Gas","68F","72F","AC, SEER 13","Fuel Furnace, 80% AFUE"
142432,1220,2,"SC, Sumter","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500850","290 Rated kWh, 120% Usage","Electricity","EF 17.6, 100% Usage","Occupied","35000-39999","4","Electricity","68F","68F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
144763,3301,5,"Not in a census Place","Electric, 80% Usage","Standard, 80% Usage","Electric, 80% Usage","G4500910","318 Rated kWh, 80% Usage","Natural Gas","EF 17.6, 100% Usage","Occupied","180000-199999","4","Natural Gas","75F","78F","AC, SEER 13","Fuel Furnace, 92.5% AFUE"
145702,2176,4,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage","G4500730","None","Natural Gas","EF 17.6, 100% Usage","Vacant","20000-24999","3","Natural Gas","55F","76F","AC, SEER 13","Fuel Furnace, 80% AFUE"
145887,1220,3,"Not in a census Place","None","None","Propane, 120% Usage","G4500730","318 Rated kWh, 120% Usage","Electricity","EF 17.6, 100% Usage","Vacant","60000-69999","2","Electricity","55F","70F","AC, SEER 10","Electric Furnace, 100% AFUE"
146532,2176,4,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Propane, 100% Usage","G4500730","290 Rated kWh, 100% Usage","Propane","EF 17.6, 100% Usage","Occupied","45000-49999","5","Propane","75F","72F","Room AC, EER 10.7","Fuel Wall/Floor Furnace, 68% AFUE"
147872,885,3,"Not in a census Place","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500910","None","Natural Gas","EF 17.6, 100% Usage","Occupied","15000-19999","1","Natural Gas","80F","72F","AC, SEER 10","Fuel Furnace, 80% AFUE"
148078,2176,4,"Not in a census Place","Electric, 100% Usage","Standard, 100% Usage","Gas, 100% Usage","G4500730","290 Rated kWh, 100% Usage","Electricity","EF 10.5, 100% Usage","Occupied","10000-14999","1","Electricity","70F","78F","AC, SEER 13","Electric Furnace, 100% AFUE"
149761,3301,3,"SC, Rock Hill","Electric, 120% Usage","EnergyStar, 120% Usage","Gas, 120% Usage","G4500910","None","Natural Gas","EF 17.6, 100% Usage","Occupied","35000-39999","2","Natural Gas","68F","70F","AC, SEER 8","Fuel Furnace, 92.5% AFUE"
149782,2176,4,"Not in a census Place","Electric, 80% Usage","Standard, 80% Usage","Electric, 80% Usage","G4500910","None","Electricity","EF 17.6, 100% Usage","Occupied","70000-79999","4","Electricity","70F","70F","AC, SEER 10","Electric Furnace, 100% AFUE"
150975,885,2,"Not in a census Place","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500850","290 Rated kWh, 120% Usage","Natural Gas","EF 17.6, 100% Usage","Occupied","30000-34999","2","Electricity","68F","60F","Heat Pump","ASHP, SEER 15, 8.5 HSPF"
151891,2176,3,"Not in a census Place","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500730","318 Rated kWh, 120% Usage","Electricity","EF 15.9, 100% Usage","Occupied","80000-99999","3","Natural Gas","68F","70F","AC, SEER 13","Fuel Furnace, 80% AFUE"
153712,2176,3,"Not in a census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500910","318 Rated kWh, 80% Usage","Electricity","EF 17.6, 100% Usage","Occupied","160000-179999","1","Electricity","65F","70F","AC, SEER 13","Electric Furnace, 100% AFUE"
153775,2176,3,"In another census Place","Electric, 80% Usage","Standard, 80% Usage","Electric, 80% Usage","G4500910","290 Rated kWh, 80% Usage","Electricity","EF 19.9, 100% Usage","Occupied","120000-139999","4","Electricity","70F","70F","AC, SEER 15","Electric Furnace, 100% AFUE"
154494,1220,5,"SC, Sumter","Propane, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500850","None","Electricity","EF 10.5, 100% Usage","Vacant","80000-99999","2","Electricity","55F","72F","AC, SEER 15","Electric Furnace, 100% AFUE"
156046,1690,3,"Not in a census Place","Electric, 120% Usage","EnergyStar, 120% Usage","Gas, 120% Usage","G4500850","None","Natural Gas","EF 17.6, 100% Usage","Occupied","60000-69999","2","Natural Gas","70F","60F","AC, SEER 10","Fuel Furnace, 92.5% AFUE"
156758,2663,4,"Not in a census Place","Gas, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500910","290 Rated kWh, 120% Usage","Natural Gas","EF 17.6, 100% Usage","Occupied","80000-99999","6","Natural Gas","75F","75F","AC, SEER 13","Fuel Furnace, 76% AFUE"
156797,1690,3,"SC, Rock Hill","Electric, 80% Usage","Standard, 80% Usage","Electric, 80% Usage","G4500910","290 Rated kWh, 80% Usage","Natural Gas","EF 10.5, 100% Usage","Occupied","100000-119999","2","Natural Gas","68F","70F","Room AC, EER 10.7","Fuel Wall/Floor Furnace, 68% AFUE"
156829,2176,3,"Not in a census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500850","None","Electricity","EF 17.6, 100% Usage","Occupied","100000-119999","3","Electricity","75F","72F","Room AC, EER 9.8","Electric Baseboard, 100% Efficiency"
157987,2176,3,"In another census Place","Gas, 80% Usage","Standard, 80% Usage","Electric, 80% Usage","G4500910","None","Natural Gas","EF 19.9, 100% Usage","Vacant","<10000","1","Natural Gas","55F","75F","AC, SEER 13","Fuel Furnace, 92.5% AFUE"
159501,885,2,"In another census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage","G4500910","290 Rated kWh, 100% Usage","Electricity","EF 17.6, 100% Usage","Occupied","80000-99999","1","Electricity","68F","70F","AC, SEER 15","Electric Furnace, 100% AFUE"
159641,1220,2,"SC, Rock Hill","Electric, 80% Usage","EnergyStar, 80% Usage","Gas, 80% Usage","G4500910","None","Natural Gas","EF 17.6, 100% Usage","Occupied","50000-59999","2","Natural Gas","67F","72F","AC, SEER 13","Fuel Furnace, 80% AFUE"
160291,2176,3,"In another census Place","Electric, 120% Usage","EnergyStar, 120% Usage","Gas, 120% Usage","G4500910","318 Rated kWh, 120% Usage","Natural Gas","EF 10.5, 100% Usage","Occupied","140000-159999","2","Natural Gas","70F","76F","AC, SEER 13","Fuel Boiler, 80% AFUE"
160386,1690,3,"Not in a census Place","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500730","None","Electricity","EF 19.9, 100% Usage","Occupied","60000-69999","4","Electricity","68F","72F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
160566,1690,3,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage","G4500910","290 Rated kWh, 100% Usage","Electricity","EF 17.6, 100% Usage","Occupied","100000-119999","2","Electricity","75F","76F","AC, SEER 13","Electric Furnace, 100% AFUE"
162002,3301,4,"SC, Rock Hill","Gas, 80% Usage","EnergyStar, 80% Usage","None","G4500910","290 Rated kWh, 80% Usage","Natural Gas","EF 15.9, 100% Usage","Occupied","200000+","3","Natural Gas","75F","75F","AC, SEER 13","Fuel Furnace, 92.5% AFUE"
164461,1690,5,"Not in a census Place","Electric, 80% Usage","Standard, 80% Usage","Electric, 80% Usage","G4500910","318 Rated kWh, 80% Usage","Natural Gas","EF 15.9, 100% Usage","Occupied","30000-34999","5","Natural Gas","67F","70F","AC, SEER 15","Fuel Furnace, 92.5% AFUE"
166134,2176,3,"In another census Place","Electric, 120% Usage","Standard, 120% Usage","Electric, 120% Usage","G4500910","None","Natural Gas","EF 17.6, 100% Usage","Occupied","120000-139999","4","Natural Gas","70F","70F","AC, SEER 10","Fuel Furnace, 80% AFUE"
166634,1690,3,"SC, Rock Hill","Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage","G4500910","None","Natural Gas","EF 19.9, 100% Usage","Occupied","80000-99999","3","Natural Gas","68F","70F","AC, SEER 15","Fuel Furnace, 92.5% AFUE"
166792,1690,2,"In another census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage","G4500910","290 Rated kWh, 100% Usage","Natural Gas","EF 17.6, 100% Usage","Occupied","50000-59999","2","Natural Gas","70F","75F","Room AC, EER 12.0","Fuel Wall/Floor Furnace, 60% AFUE"
167834,3301,4,"In another census Place","Electric, 120% Usage","EnergyStar, 120% Usage","None","G4500850","None","Electricity","EF 17.6, 100% Usage","Occupied","30000-34999","3","Electricity","68F","70F","AC, SEER 10","Electric Furnace, 100% AFUE"
168335,2663,4,"SC, Sumter","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500850","290 Rated kWh, 120% Usage","Electricity","EF 17.6, 100% Usage","Occupied","60000-69999","2","Electricity","68F","72F","AC, SEER 15","Electric Furnace, 100% AFUE"
169840,1690,3,"Not in a census Place","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500910","None","Natural Gas","EF 15.9, 100% Usage","Occupied","60000-69999","2","Natural Gas","70F","65F","Room AC, EER 10.7","Fuel Wall/Floor Furnace, 60% AFUE"
169962,1690,3,"SC, Sumter","Electric, 100% Usage","Standard, 100% Usage","Propane, 100% Usage","G4500850","318 Rated kWh, 100% Usage","Electricity","EF 17.6, 100% Usage","Occupied","80000-99999","1","Propane","70F","76F","AC, SEER 15","Fuel Furnace, 92.5% AFUE"
172571,1690,3,"SC, Sumter","Electric, 120% Usage","Standard, 120% Usage","Gas, 120% Usage","G4500850","318 Rated kWh, 120% Usage","Natural Gas","EF 17.6, 100% Usage","Occupied","30000-34999","3","Natural Gas","72F","72F","AC, SEER 10","Fuel Furnace, 80% AFUE"
176948,1220,4,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500910","None","Natural Gas","EF 17.6, 100% Usage","Occupied","20000-24999","2","Natural Gas","75F","78F","AC, SEER 10","Fuel Furnace, 92.5% AFUE"
177720,3301,4,"Not in a census Place","Electric, 100% Usage","Standard, 100% Usage","Gas, 100% Usage","G4500910","290 Rated kWh, 100% Usage","Natural Gas","EF 17.6, 100% Usage","Occupied","160000-179999","6","Natural Gas","70F","80F","AC, SEER 13","Fuel Furnace, 80% AFUE"
181182,2176,3,"Not in a census Place","Propane, 100% Usage","EnergyStar, 100% Usage","Propane, 100% Usage","G4500850","None","Electricity","EF 17.6, 100% Usage","Occupied","60000-69999","1","Propane","70F","70F","AC, SEER 15","Fuel Furnace, 80% AFUE"
183363,1220,5,"In another census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage","G4500910","None","Natural Gas","EF 19.9, 100% Usage","Occupied","60000-69999","4","Natural Gas","75F","76F","AC, SEER 13","Fuel Furnace, 80% AFUE"
183380,1220,3,"In another census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500910","None","Electricity","EF 17.6, 100% Usage","Occupied","25000-29999","2","Electricity","70F","68F","AC, SEER 13","Electric Furnace, 100% AFUE"
184065,8194,3,"Not in a census Place","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500910","None","Natural Gas","EF 15.9, 100% Usage","Occupied","70000-79999","4","Natural Gas","68F","72F","AC, SEER 13","Fuel Furnace, 76% AFUE"
184123,2176,4,"In another census Place","Electric, 80% Usage","Standard, 80% Usage","Electric, 80% Usage","G4500910","290 Rated kWh, 80% Usage","Electricity","EF 17.6, 100% Usage","Occupied","180000-199999","4","Electricity","75F","78F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
184221,2663,5,"SC, Rock Hill","Electric, 80% Usage","Standard, 80% Usage","Electric, 80% Usage","G4500910","None","Electricity","EF 19.9, 100% Usage","Occupied","70000-79999","4","Electricity","68F","72F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
186812,885,2,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500910","None","Electricity","EF 6.7, 100% Usage","Occupied","50000-59999","2","Electricity","70F","70F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
187111,1220,3,"In another census Place","None","EnergyStar, 100% Usage","Gas, 100% Usage","G4500910","318 Rated kWh, 100% Usage","Natural Gas","EF 15.9, 100% Usage","Occupied","80000-99999","4","Natural Gas","70F","75F","AC, SEER 13","Fuel Furnace, 80% AFUE"
187202,2663,4,"In another census Place","Electric, 80% Usage","EnergyStar, 80% Usage","None","G4500910","None","Natural Gas","EF 10.5, 100% Usage","Occupied","200000+","4","Natural Gas","68F","75F","AC, SEER 10","Fuel Furnace, 92.5% AFUE"
188211,2176,3,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500850","318 Rated kWh, 100% Usage","Natural Gas","EF 17.6, 100% Usage","Vacant","200000+","2","Electricity","55F","68F","AC, SEER 15","Electric Furnace, 100% AFUE"
189747,2663,5,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage","G4500910","290 Rated kWh, 100% Usage","Electricity","EF 15.9, 100% Usage","Occupied","20000-24999","1","Natural Gas","70F","70F","AC, SEER 10","Fuel Furnace, 92.5% AFUE"
192552,2663,4,"Not in a census Place","Electric, 80% Usage","Standard, 80% Usage","Gas, 80% Usage","G4500910","290 Rated kWh, 80% Usage","Natural Gas","EF 17.6, 100% Usage","Occupied","60000-69999","4","Natural Gas","70F","75F","Room AC, EER 9.8","Fuel Furnace, 80% AFUE"
193073,2663,4,"Not in a census Place","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500910","None","Propane","EF 17.6, 100% Usage","Occupied","120000-139999","2","Electricity","78F","72F","AC, SEER 13","Electric Furnace, 100% AFUE"
195836,2176,4,"In another census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Gas, 80% Usage","G4500910","None","Natural Gas","EF 15.9, 100% Usage","Occupied","70000-79999","4","Natural Gas","80F","67F","None","Fuel Furnace, 80% AFUE"
199270,2176,5,"Not in a census Place","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500850","None","Electricity","EF 6.7, 100% Usage","Occupied","<10000","1","Propane","72F","75F","Room AC, EER 9.8","Fuel Furnace, 80% AFUE"
200963,1690,3,"Not in a census Place","Electric, 120% Usage","Standard, 120% Usage","Electric, 120% Usage","G4500910","318 Rated kWh, 120% Usage","Natural Gas","EF 17.6, 100% Usage","Occupied","20000-24999","2","Natural Gas","78F","68F","Room AC, EER 8.5","Fuel Wall/Floor Furnace, 60% AFUE"
202362,885,2,"In another census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500730","None","Electricity","EF 19.9, 100% Usage","Occupied","60000-69999","1","Electricity","80F","75F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
202735,1220,4,"In another census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500850","None","Natural Gas","EF 17.6, 100% Usage","Occupied","10000-14999","8","Fuel Oil","68F","65F","Room AC, EER 10.7","Fuel Boiler, 80% AFUE"
206693,2176,4,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500910","318 Rated kWh, 100% Usage","Electricity","None","Occupied","80000-99999","2","Natural Gas","72F","75F","AC, SEER 13","Fuel Furnace, 80% AFUE"
207297,1690,2,"Not in a census Place","Electric, 120% Usage","Standard, 120% Usage","Electric, 120% Usage","G4500910","None","Natural Gas","EF 17.6, 100% Usage","Occupied","50000-59999","2","Natural Gas","70F","72F","AC, SEER 13","Fuel Furnace, 92.5% AFUE"
209530,1690,4,"SC, Sumter","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500850","None","Electricity","EF 17.6, 100% Usage","Occupied","100000-119999","3","Electricity","72F","75F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
210249,1220,3,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500910","290 Rated kWh, 100% Usage","Electricity","EF 17.6, 100% Usage","Occupied","40000-44999","2","Electricity","75F","75F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
210933,1690,3,"Not in a census Place","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500910","None","Natural Gas","EF 17.6, 100% Usage","Occupied","<10000","5","Electricity","75F","78F","Room AC, EER 10.7","Electric Baseboard, 100% Efficiency"
211162,2176,5,"In another census Place","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500910","318 Rated kWh, 120% Usage","Natural Gas","EF 15.9, 100% Usage","Occupied","50000-59999","1","Natural Gas","72F","75F","AC, SEER 13","Fuel Furnace, 80% AFUE"
212289,1690,3,"Not in a census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500850","318 Rated kWh, 80% Usage","Electricity","EF 17.6, 100% Usage","Vacant","70000-79999","4","Electricity","55F","80F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
215141,1220,2,"Not in a census Place","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500850","290 Rated kWh, 120% Usage","Natural Gas","EF 17.6, 100% Usage","Occupied","70000-79999","4","Electricity","70F","75F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
215505,1690,3,"Not in a census Place","Electric, 80% Usage","Standard, 80% Usage","Electric, 80% Usage","G4500730","None","Electricity","EF 17.6, 100% Usage","Occupied","10000-14999","1","Electricity","70F","72F","Room AC, EER 9.8","Electric Baseboard, 100% Efficiency"
216640,1690,3,"SC, Rock Hill","Electric, 100% Usage","Standard, 100% Usage","Gas, 100% Usage","G4500910","None","Electricity","EF 17.6, 100% Usage","Occupied","70000-79999","2","Natural Gas","68F","75F","Room AC, EER 10.7","Fuel Boiler, 80% AFUE"
217665,1220,2,"Not in a census Place","Electric, 80% Usage","Standard, 80% Usage","Propane, 80% Usage","G4500910","290 Rated kWh, 80% Usage","Electricity","EF 15.9, 100% Usage","Occupied","35000-39999","1","Electricity","62F","67F","AC, SEER 10","Electric Furnace, 100% AFUE"
217951,1690,2,"Not in a census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500910","290 Rated kWh, 80% Usage","Natural Gas","EF 17.6, 100% Usage","Vacant","50000-59999","4","Natural Gas","55F","70F","AC, SEER 10","Fuel Furnace, 80% AFUE"
218544,1220,2,"SC, Sumter","Electric, 80% Usage","Standard, 80% Usage","Electric, 80% Usage","G4500850","318 Rated kWh, 80% Usage","Electricity","EF 15.9, 100% Usage","Occupied","45000-49999","2","Electricity","75F","72F","Room AC, EER 9.8","Electric Baseboard, 100% Efficiency"
218589,1690,3,"Not in a census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500850","None","Natural Gas","EF 17.6, 100% Usage","Occupied","20000-24999","1","Electricity","70F","75F","AC, SEER 13","Electric Furnace, 100% AFUE"
219665,1690,4,"SC, Sumter","Electric, 100% Usage","Standard, 100% Usage","Gas, 100% Usage","G4500850","None","Electricity","EF 15.9, 100% Usage","Vacant","120000-139999","1","Propane","55F","62F","AC, SEER 13","Fuel Furnace, 80% AFUE"
219745,3301,5,"Not in a census Place","Electric, 120% Usage","EnergyStar, 120% Usage","Gas, 120% Usage","G4500910","290 Rated kWh, 120% Usage","Electricity","EF 15.9, 100% Usage","Occupied","100000-119999","5","Natural Gas","65F","75F","AC, SEER 13","Fuel Furnace, 80% AFUE"
220081,1690,3,"Not in a census Place","Gas, 80% Usage","EnergyStar, 80% Usage","None","G4500910","290 Rated kWh, 80% Usage","Natural Gas","EF 15.9, 100% Usage","Occupied","50000-59999","2","Natural Gas","72F","70F","AC, SEER 13","Fuel Furnace, 80% AFUE"
220972,2176,3,"Not in a census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500730","318 Rated kWh, 80% Usage","Electricity","EF 17.6, 100% Usage","Vacant","100000-119999","2","Propane","55F","72F","AC, SEER 10","Fuel Furnace, 92.5% AFUE"
221417,1220,3,"Not in a census Place","None","None","Gas, 100% Usage","G4500730","318 Rated kWh, 100% Usage","Electricity","EF 17.6, 100% Usage","Occupied","80000-99999","2","Propane","76F","78F","Room AC, EER 10.7","Fuel Wall/Floor Furnace, 60% AFUE"
221634,1690,3,"Not in a census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500730","290 Rated kWh, 80% Usage","Electricity","EF 15.9, 100% Usage","Occupied","80000-99999","4","Electricity","72F","68F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
223642,1690,4,"SC, Rock Hill","Electric, 100% Usage","Standard, 100% Usage","Gas, 100% Usage","G4500910","None","Electricity","EF 15.9, 100% Usage","Occupied","100000-119999","3","Natural Gas","78F","72F","AC, SEER 15","Fuel Furnace, 76% AFUE"
225837,1690,3,"SC, Rock Hill","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500910","290 Rated kWh, 120% Usage","Natural Gas","EF 17.6, 100% Usage","Occupied","100000-119999","4","Natural Gas","70F","80F","AC, SEER 13","Fuel Furnace, 80% AFUE"
226818,2176,4,"In another census Place","Electric, 100% Usage","Standard, 100% Usage","Gas, 100% Usage","G4500730","290 Rated kWh, 100% Usage","Electricity","EF 17.6, 100% Usage","Occupied","100000-119999","2","Electricity","68F","75F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
228891,1690,3,"SC, Rock Hill","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500910","None","Electricity","EF 17.6, 100% Usage","Occupied","25000-29999","2","Other Fuel","72F","76F","AC, SEER 13","Other"
232015,2176,3,"In another census Place","Electric, 80% Usage","Standard, 80% Usage","Electric, 80% Usage","G4500910","None","Electricity","EF 17.6, 100% Usage","Vacant","10000-14999","1","Electricity","55F","70F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
233011,1690,3,"Not in a census Place","None","Standard, 120% Usage","Electric, 120% Usage","G4500850","None","Electricity","EF 15.9, 100% Usage","Occupied","<10000","1","Other Fuel","68F","72F","AC, SEER 10","Other"
234084,2176,4,"SC, Rock Hill","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500910","None","Natural Gas","EF 17.6, 100% Usage","Occupied","80000-99999","5","Natural Gas","60F","70F","AC, SEER 15","Fuel Furnace, 80% AFUE"
234855,1690,3,"Not in a census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500910","318 Rated kWh, 80% Usage","Electricity","EF 17.6, 100% Usage","Occupied","70000-79999","4","Electricity","70F","78F","Room AC, EER 10.7","Electric Baseboard, 100% Efficiency"
238618,1220,2,"SC, Rock Hill","Electric, 120% Usage","Standard, 120% Usage","Electric, 120% Usage","G4500910","290 Rated kWh, 120% Usage","Natural Gas","EF 19.9, 100% Usage","Occupied","<10000","1","Natural Gas","70F","75F","Room AC, EER 8.5","Fuel Wall/Floor Furnace, 68% AFUE"
240226,1690,3,"Not in a census Place","Electric, 80% Usage","Standard, 80% Usage","Electric, 80% Usage","G4500850","None","Electricity","EF 17.6, 100% Usage","Occupied","40000-44999","1","Electricity","67F","76F","AC, SEER 13","Electric Furnace, 100% AFUE"
240861,2176,3,"SC, Rock Hill","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500910","290 Rated kWh, 80% Usage","Natural Gas","EF 19.9, 100% Usage","Occupied","100000-119999","2","Electricity","68F","75F","AC, SEER 13","Electric Furnace, 100% AFUE"
241401,3301,4,"In another census Place","Electric, 80% Usage","Standard, 80% Usage","Gas, 80% Usage","G4500730","None","Electricity","EF 17.6, 100% Usage","Occupied","35000-39999","2","Natural Gas","68F","68F","AC, SEER 13","Fuel Furnace, 80% AFUE"
241449,2663,4,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500910","None","Electricity","EF 15.9, 100% Usage","Occupied","140000-159999","3","Natural Gas","75F","72F","AC, SEER 13","Fuel Furnace, 92.5% AFUE"
241912,3301,2,"Not in a census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500850","None","Electricity","EF 17.6, 100% Usage","Occupied","60000-69999","2","Electricity","70F","72F","AC, SEER 15","Electric Furnace, 100% AFUE"
